Date,name of the week,Weekday/Weekend,Year,CompletedTrips,MaxTemp,MinTemp
12/30/17,Saturday,Weekend,2017,519,14,-0.9
12/23/17,Saturday,Weekend,2017,"1,600",33.8,21
12/16/17,Saturday,Weekend,2017,"3,269",46,28
12/9/17,Saturday,Weekend,2017,"1,675",30,19.9
12/2/17,Saturday,Weekend,2017,"5,233",54,33.1
11/25/17,Saturday,Weekend,2017,"2,814",53.1,34
11/18/17,Saturday,Weekend,2017,"1,558",46.9,35.1
11/11/17,Saturday,Weekend,2017,"2,675",37.9,26.1
11/4/17,Saturday,Weekend,2017,"2,353",48.9,44.1
10/28/17,Saturday,Weekend,2017,"4,015",39.9,36
10/21/17,Saturday,Weekend,2017,"8,513",75.9,60.1
10/14/17,Saturday,Weekend,2017,"1,417",64.9,62.1
10/7/17,Saturday,Weekend,2017,"6,093",77,61
9/30/17,Saturday,Weekend,2017,"8,233",66.9,54
9/23/17,Saturday,Weekend,2017,"9,582",93,73
9/16/17,Saturday,Weekend,2017,"10,230",87.1,64.9
9/9/17,Saturday,Weekend,2017,"9,614",71.1,55.9
9/2/17,Saturday,Weekend,2017,"7,117",73.9,50
8/26/17,Saturday,Weekend,2017,"9,603",77,57.9
8/19/17,Saturday,Weekend,2017,"10,378",84.9,63
8/12/17,Saturday,Weekend,2017,"10,349",75.9,60.1
8/5/17,Saturday,Weekend,2017,"10,255",79,60.1
7/29/17,Saturday,Weekend,2017,"10,562",79,64
7/22/17,Saturday,Weekend,2017,"9,407",86,72
7/15/17,Saturday,Weekend,2017,"10,908",80.1,61
7/8/17,Saturday,Weekend,2017,"11,678",77,63
7/1/17,Saturday,Weekend,2017,"9,399",82,66
6/24/17,Saturday,Weekend,2017,"10,458",75,59
6/17/17,Saturday,Weekend,2017,"8,262",84.9,71.1
6/10/17,Saturday,Weekend,2017,"10,073",90,64.9
6/3/17,Saturday,Weekend,2017,"10,137",82.9,60.1
5/27/17,Saturday,Weekend,2017,"7,554",77,52
5/20/17,Saturday,Weekend,2017,"3,702",64,48.9
5/13/17,Saturday,Weekend,2017,"7,807",81,48.9
5/6/17,Saturday,Weekend,2017,"4,993",57,44.1
4/29/17,Saturday,Weekend,2017,"1,643",46.4,39.9
4/22/17,Saturday,Weekend,2017,"5,684",59,43
4/15/17,Saturday,Weekend,2017,"7,696",82,62.1
4/8/17,Saturday,Weekend,2017,"6,642",66.9,37
4/1/17,Saturday,Weekend,2017,"4,769",57.9,34
3/25/17,Saturday,Weekend,2017,"1,479",46,41
3/18/17,Saturday,Weekend,2017,"2,956",44.1,37.9
3/11/17,Saturday,Weekend,2017,"2,098",30.9,18
3/4/17,Saturday,Weekend,2017,"2,689",42.1,28
2/25/17,Saturday,Weekend,2017,"1,772",33.1,23
2/18/17,Saturday,Weekend,2017,"6,694",70,41
2/11/17,Saturday,Weekend,2017,"3,236",48.9,34
2/4/17,Saturday,Weekend,2017,"1,956",33.1,10.9
1/28/17,Saturday,Weekend,2017,"2,073",28.9,24.1
1/21/17,Saturday,Weekend,2017,"5,436",57.9,41
1/14/17,Saturday,Weekend,2017,"1,947",35.1,21.9
1/7/17,Saturday,Weekend,2017,"1,265",17.1,0
12/31/17,Sunday,Weekend,2017,593,12.9,-0.9
12/24/17,Sunday,Weekend,2017,386,21.9,18
12/17/17,Sunday,Weekend,2017,"2,653",42.1,32
12/10/17,Sunday,Weekend,2017,"1,982",34,19.9
12/3/17,Sunday,Weekend,2017,"4,913",57.9,30
11/26/17,Sunday,Weekend,2017,"2,814",48.9,28
11/19/17,Sunday,Weekend,2017,"2,865",36,30
11/12/17,Sunday,Weekend,2017,"1,993",39.9,36
11/5/17,Sunday,Weekend,2017,"3,813",52,46
10/29/17,Sunday,Weekend,2017,"4,468",46,34
10/22/17,Sunday,Weekend,2017,"4,242",69.1,52
10/15/17,Sunday,Weekend,2017,"5,201",68,48
10/8/17,Sunday,Weekend,2017,"9,227",78.1,54
10/1/17,Sunday,Weekend,2017,"7,838",72,48.9
9/24/17,Sunday,Weekend,2017,"8,973",91.9,71.1
9/17/17,Sunday,Weekend,2017,"8,928",84.9,64
9/10/17,Sunday,Weekend,2017,"8,782",70,51.1
9/3/17,Sunday,Weekend,2017,"8,016",82.9,57.9
8/27/17,Sunday,Weekend,2017,"8,178",75.9,63
8/20/17,Sunday,Weekend,2017,"9,045",88,64
8/13/17,Sunday,Weekend,2017,"9,494",79,57.9
8/6/17,Sunday,Weekend,2017,"8,664",77,64
7/30/17,Sunday,Weekend,2017,"9,848",82.9,64
7/23/17,Sunday,Weekend,2017,"9,310",89.1,70
7/16/17,Sunday,Weekend,2017,"9,284",75.9,62.1
7/9/17,Sunday,Weekend,2017,"10,344",84.9,63
7/2/17,Sunday,Weekend,2017,"8,129",88,62.1
6/25/17,Sunday,Weekend,2017,"9,164",70,54
6/18/17,Sunday,Weekend,2017,"8,576",78.1,71.1
6/11/17,Sunday,Weekend,2017,"9,279",91.9,73
6/4/17,Sunday,Weekend,2017,"9,236",91,69.1
5/28/17,Sunday,Weekend,2017,"6,002",77,57
5/21/17,Sunday,Weekend,2017,"6,264",64.9,51.1
5/14/17,Sunday,Weekend,2017,"5,990",70,52
5/7/17,Sunday,Weekend,2017,"4,762",57,37
4/30/17,Sunday,Weekend,2017,"1,527",46.9,42.1
4/23/17,Sunday,Weekend,2017,"7,123",72,39
4/16/17,Sunday,Weekend,2017,"4,900",73,55.9
4/9/17,Sunday,Weekend,2017,"6,722",75.9,57
4/2/17,Sunday,Weekend,2017,"4,023",60.1,44.1
3/26/17,Sunday,Weekend,2017,"2,706",62.1,46
3/19/17,Sunday,Weekend,2017,"3,214",53.1,30.9
3/12/17,Sunday,Weekend,2017,"1,977",34,19.9
3/5/17,Sunday,Weekend,2017,"3,477",59,33.1
2/26/17,Sunday,Weekend,2017,"2,702",48.9,24.1
2/19/17,Sunday,Weekend,2017,"5,493",68,37
2/12/17,Sunday,Weekend,2017,"2,640",46.9,30.9
2/5/17,Sunday,Weekend,2017,"2,451",37.9,25
1/29/17,Sunday,Weekend,2017,"1,513",28,21
1/22/17,Sunday,Weekend,2017,"2,549",45,39.9
1/15/17,Sunday,Weekend,2017,"1,978",36,19.9
1/8/17,Sunday,Weekend,2017,"1,129",18,1.9
1/1/17,Sunday,Weekend,2017,"1,365",39,18
12/29/17,Friday,Weekday,2017,"1,049",15.8,9
12/22/17,Friday,Weekday,2017,"4,356",39,33.8
12/15/17,Friday,Weekday,2017,"4,751",37,21.9
12/8/17,Friday,Weekday,2017,"5,070",36,18
12/1/17,Friday,Weekday,2017,"8,287",52,30
11/24/17,Friday,Weekday,2017,"3,046",63,33.1
11/17/17,Friday,Weekday,2017,"5,650",48,35.1
11/10/17,Friday,Weekday,2017,"4,233",28.9,18
11/3/17,Friday,Weekday,2017,"8,518",46.9,37.9
10/27/17,Friday,Weekday,2017,"8,131",53.1,37.9
10/20/17,Friday,Weekday,2017,"13,069",78.1,51.1
10/13/17,Friday,Weekday,2017,"12,923",72,55
10/6/17,Friday,Weekday,2017,"9,595",69.8,60.1
9/29/17,Friday,Weekday,2017,"13,551",68,57
9/22/17,Friday,Weekday,2017,"13,857",93.9,73
9/15/17,Friday,Weekday,2017,"14,175",87.1,62.1
9/8/17,Friday,Weekday,2017,"12,955",68,57.9
9/1/17,Friday,Weekday,2017,"12,542",68,57.9
8/25/17,Friday,Weekday,2017,"14,314",73.9,53.1
8/18/17,Friday,Weekday,2017,"14,399",82,66.9
8/11/17,Friday,Weekday,2017,"14,097",77,66
8/4/17,Friday,Weekday,2017,"12,450",66.9,55.9
7/28/17,Friday,Weekday,2017,"14,496",79,68
7/21/17,Friday,Weekday,2017,"11,278",87.1,73.9
7/14/17,Friday,Weekday,2017,"14,192",73,64
7/7/17,Friday,Weekday,2017,"13,244",86,64
6/30/17,Friday,Weekday,2017,"13,126",82.9,64.9
6/23/17,Friday,Weekday,2017,"12,320",82,68
6/16/17,Friday,Weekday,2017,"12,370",84.9,66.9
6/9/17,Friday,Weekday,2017,"13,500",86,66
6/2/17,Friday,Weekday,2017,"13,701",84.9,55
5/26/17,Friday,Weekday,2017,"7,133",69.1,53.1
5/19/17,Friday,Weekday,2017,"5,450",50,43
5/12/17,Friday,Weekday,2017,"10,662",72,46.9
5/5/17,Friday,Weekday,2017,"7,708",60.1,42.1
4/28/17,Friday,Weekday,2017,"8,169",57.9,41
4/21/17,Friday,Weekday,2017,"8,031",53.1,44.1
4/14/17,Friday,Weekday,2017,"7,341",66,46.9
4/7/17,Friday,Weekday,2017,"6,916",54,37
3/31/17,Friday,Weekday,2017,"4,817",43,37
3/24/17,Friday,Weekday,2017,"7,795",81,43
3/17/17,Friday,Weekday,2017,"4,632",48.9,36
3/10/17,Friday,Weekday,2017,"4,904",36,23
3/3/17,Friday,Weekday,2017,"4,878",33.1,21
2/24/17,Friday,Weekday,2017,"4,841",39.9,33.1
2/17/17,Friday,Weekday,2017,"7,597",66.9,28.9
2/10/17,Friday,Weekday,2017,"4,577",41,18
2/3/17,Friday,Weekday,2017,"3,909",28,14
1/27/17,Friday,Weekday,2017,"4,261",30.9,24.1
1/20/17,Friday,Weekday,2017,"4,385",42.1,37.4
1/13/17,Friday,Weekday,2017,"3,547",27,16
1/6/17,Friday,Weekday,2017,"2,451",8.1,0
12/28/17,Thursday,Weekday,2017,"1,267",14,1
12/21/17,Thursday,Weekday,2017,"5,404",39.9,34
12/14/17,Thursday,Weekday,2017,"4,950",27,17.1
12/7/17,Thursday,Weekday,2017,"5,210",28,19
11/30/17,Thursday,Weekday,2017,"8,661",54,39.9
11/23/17,Thursday,Weekday,2017,"1,279",46,33.1
11/16/17,Thursday,Weekday,2017,"7,622",37.9,33.1
11/9/17,Thursday,Weekday,2017,"7,856",45,21
11/2/17,Thursday,Weekday,2017,"7,406",51.1,43
10/26/17,Thursday,Weekday,2017,"10,943",60.1,37
10/19/17,Thursday,Weekday,2017,"13,292",69.1,52
10/12/17,Thursday,Weekday,2017,"12,155",60.1,55.9
10/5/17,Thursday,Weekday,2017,"14,201",75.9,55
9/28/17,Thursday,Weekday,2017,"14,575",73,53.1
9/21/17,Thursday,Weekday,2017,"13,914",93.9,73
9/14/17,Thursday,Weekday,2017,"14,585",80.1,61
9/7/17,Thursday,Weekday,2017,"13,861",71.1,52
8/31/17,Thursday,Weekday,2017,"14,490",72,64
8/24/17,Thursday,Weekday,2017,"13,914",73.9,57.9
8/17/17,Thursday,Weekday,2017,"12,902",82,73
8/10/17,Thursday,Weekday,2017,"14,280",82.9,62.1
8/3/17,Thursday,Weekday,2017,"13,677",82.9,68
7/27/17,Thursday,Weekday,2017,"14,929",81,70
7/20/17,Thursday,Weekday,2017,"10,282",87.1,69.1
7/13/17,Thursday,Weekday,2017,"14,627",82.9,73
7/6/17,Thursday,Weekday,2017,"14,833",91.9,71.1
6/29/17,Thursday,Weekday,2017,"12,655",80.1,66
6/22/17,Thursday,Weekday,2017,"13,968",88,69.1
6/15/17,Thursday,Weekday,2017,"14,210",90,69.1
6/8/17,Thursday,Weekday,2017,"13,745",82,54
6/1/17,Thursday,Weekday,2017,"13,440",79,51.1
5/25/17,Thursday,Weekday,2017,"10,547",68,53.1
5/18/17,Thursday,Weekday,2017,"11,856",77,48.9
5/11/17,Thursday,Weekday,2017,"10,249",64.9,50
5/4/17,Thursday,Weekday,2017,"8,134",53.1,44.1
4/27/17,Thursday,Weekday,2017,"6,717",62.1,42.1
4/20/17,Thursday,Weekday,2017,"9,728",71.1,48
4/13/17,Thursday,Weekday,2017,"5,698",59,44.1
4/6/17,Thursday,Weekday,2017,"6,053",50,37.9
3/30/17,Thursday,Weekday,2017,"3,100",44.1,39
3/23/17,Thursday,Weekday,2017,"5,824",50,28.9
3/16/17,Thursday,Weekday,2017,"4,737",42.1,19
3/9/17,Thursday,Weekday,2017,"5,866",41,28.9
3/2/17,Thursday,Weekday,2017,"5,085",34,27
2/23/17,Thursday,Weekday,2017,"5,577",57,37.9
2/16/17,Thursday,Weekday,2017,"5,403",41,30
2/9/17,Thursday,Weekday,2017,"4,021",24.1,12.9
2/2/17,Thursday,Weekday,2017,"4,139",23,14
1/26/17,Thursday,Weekday,2017,"4,597",34,30.9
1/19/17,Thursday,Weekday,2017,"4,283",42.1,30.9
1/12/17,Thursday,Weekday,2017,"3,003",27,19.9
1/5/17,Thursday,Weekday,2017,"2,833",12.9,3
12/27/17,Wednesday,Weekday,2017,"1,117",6.1,-2.9
12/20/17,Wednesday,Weekday,2017,"3,926",35.1,28.9
12/13/17,Wednesday,Weekday,2017,"5,144",37.9,21.9
12/6/17,Wednesday,Weekday,2017,"6,142",35.1,27
11/29/17,Wednesday,Weekday,2017,"8,342",46.9,34
11/22/17,Wednesday,Weekday,2017,"4,835",34,23
11/15/17,Wednesday,Weekday,2017,"5,839",52,35.1
11/8/17,Wednesday,Weekday,2017,"8,836",46,28.9
11/1/17,Wednesday,Weekday,2017,"6,029",44.1,36
10/25/17,Wednesday,Weekday,2017,"10,581",53.1,37.9
10/18/17,Wednesday,Weekday,2017,"13,207",70,48
10/11/17,Wednesday,Weekday,2017,"7,402",61,57
10/4/17,Wednesday,Weekday,2017,"13,456",73.9,62.1
9/27/17,Wednesday,Weekday,2017,"14,362",71.1,57.9
9/20/17,Wednesday,Weekday,2017,"14,686",91.9,63
9/13/17,Wednesday,Weekday,2017,"12,704",75,60.1
9/6/17,Wednesday,Weekday,2017,"13,154",66.9,50
8/30/17,Wednesday,Weekday,2017,"15,527",82,60.1
8/23/17,Wednesday,Weekday,2017,"15,590",78.1,60.1
8/16/17,Wednesday,Weekday,2017,"12,690",87.1,66.9
8/9/17,Wednesday,Weekday,2017,"15,551",82,63
8/2/17,Wednesday,Weekday,2017,"15,223",86,66.9
7/26/17,Wednesday,Weekday,2017,"15,011",84.9,66
7/19/17,Wednesday,Weekday,2017,"14,795",88,70
7/12/17,Wednesday,Weekday,2017,"11,464",80.1,68
7/5/17,Wednesday,Weekday,2017,"14,154",86,64.9
6/28/17,Wednesday,Weekday,2017,"12,231",80.1,57.9
6/21/17,Wednesday,Weekday,2017,"15,240",79,57
6/14/17,Wednesday,Weekday,2017,"9,773",91.9,70
6/7/17,Wednesday,Weekday,2017,"14,028",75,55.9
5/31/17,Wednesday,Weekday,2017,"13,237",73.9,53.1
5/24/17,Wednesday,Weekday,2017,"8,537",61,53.1
5/17/17,Wednesday,Weekday,2017,"12,155",84,71.1
5/10/17,Wednesday,Weekday,2017,"7,195",66.9,48.9
5/3/17,Wednesday,Weekday,2017,"9,194",55.9,36
4/26/17,Wednesday,Weekday,2017,"10,488",73.9,60.1
4/19/17,Wednesday,Weekday,2017,"8,060",70,46
4/12/17,Wednesday,Weekday,2017,"8,242",57.9,39
4/5/17,Wednesday,Weekday,2017,"1,744",46.9,39.9
3/29/17,Wednesday,Weekday,2017,"5,538",46.9,35.1
3/22/17,Wednesday,Weekday,2017,"5,321",37,28.9
3/15/17,Wednesday,Weekday,2017,"3,510",32,17.1
3/8/17,Wednesday,Weekday,2017,"6,171",53.1,39.9
3/1/17,Wednesday,Weekday,2017,"4,328",54,33.1
2/22/17,Wednesday,Weekday,2017,"8,942",66.9,51.1
2/15/17,Wednesday,Weekday,2017,"5,344",34,27
2/8/17,Wednesday,Weekday,2017,"4,878",30.9,19
2/1/17,Wednesday,Weekday,2017,"5,229",37,21
1/25/17,Wednesday,Weekday,2017,"4,973",41,34
1/18/17,Wednesday,Weekday,2017,"5,193",36,30.9
1/11/17,Wednesday,Weekday,2017,"3,731",42.1,25
1/4/17,Wednesday,Weekday,2017,"3,187",18,7
12/26/17,Tuesday,Weekday,2017,737,3.9,-2.9
12/19/17,Tuesday,Weekday,2017,"6,914",50,35.1
12/12/17,Tuesday,Weekday,2017,"4,446",28,17.1
12/5/17,Tuesday,Weekday,2017,"5,722",44.1,27
11/28/17,Tuesday,Weekday,2017,"9,380",61,44.1
11/21/17,Tuesday,Weekday,2017,"6,464",44.1,27
11/14/17,Tuesday,Weekday,2017,"8,720",48.9,30
11/7/17,Tuesday,Weekday,2017,"8,736",45,33.1
10/31/17,Tuesday,Weekday,2017,"8,170",39.9,35.1
10/24/17,Tuesday,Weekday,2017,"3,633",51.1,42.1
10/17/17,Tuesday,Weekday,2017,"13,465",70,48.9
10/10/17,Tuesday,Weekday,2017,"9,256",62.6,57.9
10/3/17,Tuesday,Weekday,2017,"13,288",78.1,68
9/26/17,Tuesday,Weekday,2017,"15,071",91,71.1
9/19/17,Tuesday,Weekday,2017,"13,407",78.1,66
9/12/17,Tuesday,Weekday,2017,"15,145",75.9,55.9
9/5/17,Tuesday,Weekday,2017,"13,331",69.1,55
8/29/17,Tuesday,Weekday,2017,"14,165",73.9,62.1
8/22/17,Tuesday,Weekday,2017,"14,673",81,66
8/15/17,Tuesday,Weekday,2017,"16,095",82,68
8/8/17,Tuesday,Weekday,2017,"15,702",82.9,59
8/1/17,Tuesday,Weekday,2017,"15,070",84.2,69.1
7/25/17,Tuesday,Weekday,2017,"15,737",81,61
7/18/17,Tuesday,Weekday,2017,"15,675",88,62.1
7/11/17,Tuesday,Weekday,2017,"14,433",84.9,70
7/4/17,Tuesday,Weekday,2017,"9,168",82,64
6/27/17,Tuesday,Weekday,2017,"15,259",77,52
6/20/17,Tuesday,Weekday,2017,"14,417",79,57.9
6/13/17,Tuesday,Weekday,2017,"13,808",88,70
6/6/17,Tuesday,Weekday,2017,"13,888",75,54
5/30/17,Tuesday,Weekday,2017,"12,011",73,54
5/23/17,Tuesday,Weekday,2017,"6,512",62.1,55.9
5/16/17,Tuesday,Weekday,2017,"12,974",87.1,63
5/9/17,Tuesday,Weekday,2017,"7,607",60.1,43
5/2/17,Tuesday,Weekday,2017,"6,780",50,41
4/25/17,Tuesday,Weekday,2017,"11,946",78.1,52
4/18/17,Tuesday,Weekday,2017,"10,929",75.9,42.1
4/11/17,Tuesday,Weekday,2017,"7,643",53.1,42.1
4/4/17,Tuesday,Weekday,2017,"7,007",55,45
3/28/17,Tuesday,Weekday,2017,"6,273",50,37
3/21/17,Tuesday,Weekday,2017,"6,417",53.1,34
3/14/17,Tuesday,Weekday,2017,"1,712",28,19.9
3/7/17,Tuesday,Weekday,2017,"7,209",64.9,44.1
2/28/17,Tuesday,Weekday,2017,"5,547",60.1,46.9
2/21/17,Tuesday,Weekday,2017,"7,558",64.9,50
2/14/17,Tuesday,Weekday,2017,"6,326",50,30.9
2/7/17,Tuesday,Weekday,2017,"4,593",50,32
1/31/17,Tuesday,Weekday,2017,"4,953",39,35.1
1/24/17,Tuesday,Weekday,2017,"5,581",37.9,34
1/17/17,Tuesday,Weekday,2017,"4,568",37.9,35.1
1/10/17,Tuesday,Weekday,2017,"3,236",50,25
1/3/17,Tuesday,Weekday,2017,"4,431",39,19
12/25/17,Monday,Weekday,2017,226,19,3.9
12/18/17,Monday,Weekday,2017,"5,864",45,39.9
12/11/17,Monday,Weekday,2017,"5,216",37.9,24.1
12/4/17,Monday,Weekday,2017,"8,646",64.9,44.1
11/27/17,Monday,Weekday,2017,"8,548",55.9,30.9
11/20/17,Monday,Weekday,2017,"7,215",52,30.9
11/13/17,Monday,Weekday,2017,"7,944",39.9,32
11/6/17,Monday,Weekday,2017,"8,347",42.1,32
10/30/17,Monday,Weekday,2017,"8,792",48.9,37.9
10/23/17,Monday,Weekday,2017,"6,066",54,51.1
10/16/17,Monday,Weekday,2017,"12,087",62.1,44.1
10/9/17,Monday,Weekday,2017,"13,346",79,53.1
10/2/17,Monday,Weekday,2017,"13,808",82,59
9/25/17,Monday,Weekday,2017,"14,366",91.9,68
9/18/17,Monday,Weekday,2017,"14,203",75.9,57.9
9/11/17,Monday,Weekday,2017,"14,028",75,53.1
9/4/17,Monday,Weekday,2017,"7,263",81,64
8/28/17,Monday,Weekday,2017,"13,193",79,64.9
8/21/17,Monday,Weekday,2017,"14,031",84.9,71.1
8/14/17,Monday,Weekday,2017,"14,641",82,62.1
8/7/17,Monday,Weekday,2017,"14,324",75,62.1
7/31/17,Monday,Weekday,2017,"14,814",84.9,66
7/24/17,Monday,Weekday,2017,"14,538",73,66
7/17/17,Monday,Weekday,2017,"14,824",78.1,55.9
7/10/17,Monday,Weekday,2017,"10,303",82,66
7/3/17,Monday,Weekday,2017,"10,294",79,66.9
6/26/17,Monday,Weekday,2017,"13,702",73,54
6/19/17,Monday,Weekday,2017,"12,782",79,63
6/12/17,Monday,Weekday,2017,"12,794",95,75.9
6/5/17,Monday,Weekday,2017,"12,699",73,60.1
5/29/17,Monday,Weekday,2017,"8,091",75.9,59
5/22/17,Monday,Weekday,2017,"11,313",72,48
5/15/17,Monday,Weekday,2017,"11,627",81,50
5/8/17,Monday,Weekday,2017,"8,579",57,36
5/1/17,Monday,Weekday,2017,"6,092",55,45
4/24/17,Monday,Weekday,2017,"10,120",73,39.9
4/17/17,Monday,Weekday,2017,"9,208",69.1,44.1
4/10/17,Monday,Weekday,2017,"5,678",77,42.1
4/3/17,Monday,Weekday,2017,"4,654",54,46
3/27/17,Monday,Weekday,2017,"5,456",52,42.1
3/20/17,Monday,Weekday,2017,"5,853",54,42.1
3/13/17,Monday,Weekday,2017,"2,491",30.9,28
3/6/17,Monday,Weekday,2017,"6,664",64.9,52
2/27/17,Monday,Weekday,2017,"6,785",54,27
2/20/17,Monday,Weekday,2017,"7,201",69.1,41
2/13/17,Monday,Weekday,2017,"5,814",43,25
2/6/17,Monday,Weekday,2017,"5,786",55,23
1/30/17,Monday,Weekday,2017,"4,347",37,15.1
1/23/17,Monday,Weekday,2017,"5,510",41,36
1/16/17,Monday,Weekday,2017,"1,360",37,30.9
1/9/17,Monday,Weekday,2017,"3,714",32,19
1/2/17,Monday,Weekday,2017,"1,772",39.9,28
12/31/16,Saturday,Weekend,2016,"1,669",39.9,24.1
12/24/16,Saturday,Weekend,2016,933,37,34
12/17/16,Saturday,Weekend,2016,920,21.9,19
12/10/16,Saturday,Weekend,2016,"1,659",23,18
12/3/16,Saturday,Weekend,2016,"3,155",33.1,30
11/26/16,Saturday,Weekend,2016,"2,522",46,32
11/19/16,Saturday,Weekend,2016,"2,840",37.9,28
11/12/16,Saturday,Weekend,2016,"4,924",51.1,32
11/5/16,Saturday,Weekend,2016,"7,140",66.9,44.1
10/29/16,Saturday,Weekend,2016,"7,379",70,55.9
10/22/16,Saturday,Weekend,2016,"6,282",59,37.9
10/15/16,Saturday,Weekend,2016,"7,238",70,53.1
10/8/16,Saturday,Weekend,2016,"7,318",64.9,41
10/1/16,Saturday,Weekend,2016,"4,421",63,57.2
9/24/16,Saturday,Weekend,2016,"8,464",73,66
9/17/16,Saturday,Weekend,2016,"8,618",81,64
9/10/16,Saturday,Weekend,2016,"7,573",73,60.1
9/3/16,Saturday,Weekend,2016,"7,442",75.9,57.9
8/27/16,Saturday,Weekend,2016,"7,074",82.9,68
8/20/16,Saturday,Weekend,2016,"6,695",79,64
8/13/16,Saturday,Weekend,2016,"8,643",82.9,73
8/6/16,Saturday,Weekend,2016,"9,583",82.9,66.9
7/30/16,Saturday,Weekend,2016,"8,990",77,69.8
7/23/16,Saturday,Weekend,2016,"6,748",90,71.1
7/16/16,Saturday,Weekend,2016,"10,586",77,57.9
7/9/16,Saturday,Weekend,2016,"10,729",78.1,66
7/2/16,Saturday,Weekend,2016,"7,837",75.9,55.9
6/25/16,Saturday,Weekend,2016,"9,960",88,64.9
6/18/16,Saturday,Weekend,2016,"10,133",87.1,61
6/11/16,Saturday,Weekend,2016,"8,817",91,71.1
6/4/16,Saturday,Weekend,2016,"7,204",71.1,63
5/28/16,Saturday,Weekend,2016,"7,039",81,64.9
5/21/16,Saturday,Weekend,2016,"8,146",73.9,53.1
5/14/16,Saturday,Weekend,2016,"3,970",46,42.1
5/7/16,Saturday,Weekend,2016,"4,951",69.1,46.9
4/30/16,Saturday,Weekend,2016,"1,436",48,43
4/23/16,Saturday,Weekend,2016,"5,512",60.1,37.9
4/16/16,Saturday,Weekend,2016,"6,764",75.9,42.1
4/9/16,Saturday,Weekend,2016,"2,459",37,23
4/2/16,Saturday,Weekend,2016,"2,127",39,28
3/26/16,Saturday,Weekend,2016,"3,844",53.1,30.9
3/19/16,Saturday,Weekend,2016,"3,392",45,35.1
3/12/16,Saturday,Weekend,2016,"4,045",59,34
3/5/16,Saturday,Weekend,2016,"2,391",37.9,28.9
2/27/16,Saturday,Weekend,2016,"4,152",54,28
2/20/16,Saturday,Weekend,2016,"5,010",55.9,39.9
2/13/16,Saturday,Weekend,2016,"1,133",17.1,1.9
2/6/16,Saturday,Weekend,2016,"2,702",41,25
1/30/16,Saturday,Weekend,2016,"3,222",46,35.1
1/23/16,Saturday,Weekend,2016,"2,064",32,23
1/16/16,Saturday,Weekend,2016,"1,997",30,9
1/9/16,Saturday,Weekend,2016,"1,632",39.9,23
1/2/16,Saturday,Weekend,2016,"1,282",32,19.9
12/25/16,Sunday,Weekend,2016,336,37,32
12/18/16,Sunday,Weekend,2016,489,18,-7.1
12/11/16,Sunday,Weekend,2016,654,33.1,23
12/4/16,Sunday,Weekend,2016,"1,202",33.1,26.6
11/27/16,Sunday,Weekend,2016,"2,608",43,32
11/20/16,Sunday,Weekend,2016,"2,518",34,23
11/13/16,Sunday,Weekend,2016,"4,488",55.9,35.1
11/6/16,Sunday,Weekend,2016,"6,987",69.1,43
10/30/16,Sunday,Weekend,2016,"5,158",55.9,44.1
10/23/16,Sunday,Weekend,2016,"6,244",72,41
10/16/16,Sunday,Weekend,2016,"6,124",71.1,64.9
10/9/16,Sunday,Weekend,2016,"6,982",62.1,50
10/2/16,Sunday,Weekend,2016,"5,751",64,57
9/25/16,Sunday,Weekend,2016,"8,184",84.9,63
9/18/16,Sunday,Weekend,2016,"8,702",79,59
9/11/16,Sunday,Weekend,2016,"8,620",75,53.1
9/4/16,Sunday,Weekend,2016,"6,996",80.1,59
8/28/16,Sunday,Weekend,2016,"8,542",82,71.1
8/21/16,Sunday,Weekend,2016,"8,832",75,57.9
8/14/16,Sunday,Weekend,2016,"8,467",86,66
8/7/16,Sunday,Weekend,2016,"8,416",87.8,62.1
7/31/16,Sunday,Weekend,2016,"9,517",81,64.9
7/24/16,Sunday,Weekend,2016,"6,331",91.9,71.1
7/17/16,Sunday,Weekend,2016,"7,815",82.9,63
7/10/16,Sunday,Weekend,2016,"9,494",82,61
7/3/16,Sunday,Weekend,2016,"6,944",77,55.9
6/26/16,Sunday,Weekend,2016,"7,776",88,73.9
6/19/16,Sunday,Weekend,2016,"8,226",88,64.9
6/12/16,Sunday,Weekend,2016,"8,231",79,59
6/5/16,Sunday,Weekend,2016,"9,337",79,61
5/29/16,Sunday,Weekend,2016,"7,350",78.1,63
5/22/16,Sunday,Weekend,2016,"8,547",77,54
5/15/16,Sunday,Weekend,2016,"4,903",55,36
5/8/16,Sunday,Weekend,2016,"6,055",69.1,41
5/1/16,Sunday,Weekend,2016,"2,826",48,42.1
4/24/16,Sunday,Weekend,2016,"7,214",77,41
4/17/16,Sunday,Weekend,2016,"7,128",78.1,46
4/10/16,Sunday,Weekend,2016,"1,755",50,33.1
4/3/16,Sunday,Weekend,2016,"4,047",71.1,27
3/27/16,Sunday,Weekend,2016,"2,864",62.1,37
3/20/16,Sunday,Weekend,2016,"3,070",44.1,30
3/13/16,Sunday,Weekend,2016,849,46.9,43
3/6/16,Sunday,Weekend,2016,"3,179",51.1,34
2/28/16,Sunday,Weekend,2016,"3,793",61,36
2/21/16,Sunday,Weekend,2016,"2,337",39.9,32
2/14/16,Sunday,Weekend,2016,550,18,10
2/7/16,Sunday,Weekend,2016,"2,574",42.1,32
1/31/16,Sunday,Weekend,2016,"1,883",48,33.1
1/24/16,Sunday,Weekend,2016,"1,771",33.8,24.1
