Date,name of the week,Weekday/Weekend,Year,CompletedTrips,MaxTemp,MinTemp
4/28/14,Monday,Weekday,2014,"2,408",55,46
4/21/14,Monday,Weekday,2014,"4,510",73,59
4/14/14,Monday,Weekday,2014,"1,575",64.4,30.2
4/7/14,Monday,Weekday,2014,"3,643",53.1,36
3/31/14,Monday,Weekday,2014,"3,725",66.9,43
3/24/14,Monday,Weekday,2014,"2,195",35.1,19.9
3/17/14,Monday,Weekday,2014,"2,112",39.9,19.9
3/10/14,Monday,Weekday,2014,"3,313",53.1,39.9
3/3/14,Monday,Weekday,2014,905,19,-0.9
2/24/14,Monday,Weekday,2014,"1,478",24.1,12
2/17/14,Monday,Weekday,2014,454,28,23
2/10/14,Monday,Weekday,2014,862,10.9,-2.9
2/3/14,Monday,Weekday,2014,"1,173",21,-5.1
1/27/14,Monday,Weekday,2014,377,5,-7.1
1/20/14,Monday,Weekday,2014,"1,124",35.1,15.1
1/13/14,Monday,Weekday,2014,"2,473",44.1,27
1/6/14,Monday,Weekday,2014,1,-15,-15
